amount,recipient,vesting_duration,vesting_start,cliff_length,is_fully_revokable
61666090000000000000000,0x3d63aC7004BA437d0b1A643999543fF29A754AFC,132278396,1671580804,6047996,0
43592120000000000000000,0x94a3dD12f9F25574A729fd7c9B508d938aF95fC9,144818336,1659040864,30338336,1
412211770000000000000000,0x7C0bA6f4c6479953b5204A6eF0a8fb591Db5F964,126230400,1672876800,31536000,0
140937300000000000000000,0x2326a9dAB5F94e9DbEBDFb148E8c323259607A79,126230400,1679184000,0,0
