amount,recipient,vesting_duration,vesting_start,cliff_length,is_fully_revokable
280786720000000000000000,0xF5e3602D3Fef0e1001D217C5DAC4391134526E42,136888328,1656602872,0,1
249617860000000000000000,0x5DA33b80EfF4290e59a80C22bbA88Ea1Be19eB5F,136594156,1656897044,2674156,0
68968370000000000000000,0x137dd253D5c257F105A9DcDBA64e207cED982746,129113325,1664377875,0,1
71592660000000000000000,0x066c42452177701c4Eaff4A57996eE9C8Bac80c2,136508133,1656983067,14597733,0
