amount,recipient,vesting_duration,vesting_start,cliff_length,is_fully_revokable
142115260000000000000000,0x4578a543020d3685537d1897db491692Df72eD2c,130649111,1662842089,2863511,0
151794870000000000000000,0x22d134851ddeE8D3DD64D71B092986B3cC7D26D8,133277367,1660213833,7651767,0
156254240000000000000000,0x9A3D534a149d319b328E7632d38E56BA5D9071b9,132306752,1661184448,9273152,0
248736950000000000000000,0xfd4FDC168329AeaEF788b23042091F77a8F6CbEF,134737243,1658753957,13172443,0
